question	answer	source
Tôi là cựu sinh viên của TDTU (đã tốt nghiệp ra trường), tôi có nhu cầu được tiếp tục sử dụng thư viện thì có được cấp phép không? Đề được cấp quyền sử dụng Thư viện thì tôi cần thực hiện thủ tục gì?	<div class="views-accordion-header js-views-accordion-header-ac9186c320ab23478b9d48a740291f5cbef528696f8492ab8ba8899e72ca8989 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Tôi là cựu sinh viên của TDTU (đã tốt nghiệp ra trường), tôi có nhu cầu được tiếp tục sử dụng thư viện thì có được cấp phép không? Đề được cấp quyền sử dụng Thư viện thì tôi cần thực hiện thủ tục gì?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>- Người sử dụng là học viên/sinh viên của TDTU sau khi tốt nghiệp ra trường vẫn được cấp quyền tiếp tục sử dụng thư viện trọn đời theo nhóm người sử dụng là Cựu sinh viên.</p> <p>- Để được cấp <a href="https://lib.tdtu.edu.vn/vi/dich-vu-nhom-nguoi-dung/dich-vu-danh-cho-cuu-sinh-vien-tdtu">p</a>hép sử dụng Thư viện, người sử dụng là học viên/sinh viên đã tốt nghiệp ra trường vui lòng đăng ký lớp tập huấn sử dụng thư viện dành cho đối tượng cựu sinh viên tại đường dẫn sau: ht<a href="https://docs.google.com/forms/d/e/1FAIpQLSdqrl7jowwhUY3ALUqC-vVrvaOR_MTZl0Fn3ELta3Uuhvoe1w/viewform">tps://docs.google.com/forms/d/e/1FAIpQLSdqrl7jowwhUY3ALUqC-vVrvaOR_MTZl0Fn3ELta3Uuhvoe1w/viewform</a><a href="https://docs.google.com/forms/d/e/1FAIpQLSdqrl7jowwhUY3ALUqC-vVrvaOR_MTZl0Fn3ELta3Uuhvoe1w/viewform"> </a></p> <p>- Các dịch vụ và nguồn tài nguyên dành cho đối tượng cựu sinh viên: htt<a href="https://lib.tdtu.edu.vn/vi/dich-vu-nhom-nguoi-dung/dich-vu-danh-cho-cuu-sinh-vien-tdtu">ps://lib.tdtu.edu.vn/vi/dich-vu-nhom-nguoi-dung/dich-vu-danh-cho-cuu-sinh-vien-tdtu</a><a href="https://lib.tdtu.edu.vn/vi/dich-vu-nhom-nguoi-dung/dich-vu-danh-cho-cuu-sinh-vien-tdtu"> </a></p> </div></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-lop-ky-nang
Liên hệ ở đâu để được kích hoạt thẻ?	<div><div><p>Gặp cán bộ thư viện ở tầng 1 để được hướng dẫn.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-the-tai-khoan
Để được kích hoạt Thẻ và tài khoản sử dụng Thư viện tôi cần làm gì?	<div class="views-accordion-header js-views-accordion-header-738e2acb459ba8c751ca80212ec15360e97f133fba2af535dd8d1091caf36e45 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Để được kích hoạt Thẻ và tài khoản sử dụng Thư viện tôi cần làm gì?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>Để được kích hoạt Thẻ và tài khoản sử dụng Thư viện, người sử dụng cần đảm bảo các điều kiện sau:</p> <ul><li>Tham gia lớp đào tạo trực tiếp hoặc theo dõi chương trình đào tạo trực tuyến của Thư viện</li> <li>Làm bài kiểm tra kỹ năng sử dụng thư viện và kết quả làm bài đạt <strong>100%</strong>.</li> </ul></div></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-the-tai-khoan
Quy trình/thủ tục kiểm tra trùng lắp và /hoặc sao chép trong công bố quốc tế được thực hiện như thế nào?	<div><div><p>Các bước thực hiện yêu cầu dịch vụ:</p> <p>- Bước 1: Người dùng điền form đăng ký online. Sau khi nhận được thông tin đăng ký, thư viện sẽ phản hồi và người dùng sẽ gửi đính kèm tài liệu.</p> <p><a href="https://docs.google.com/forms/d/e/1FAIpQLSf5nLFaNfZeHOSC77Z1anvt6PE_JjegdvPZXPFwKW_l6MZ8Ng/viewform">https://docs.google.com/forms/d/e/1FAIpQLSf5nLFaNfZeHOSC77Z1anvt6PE_JjegdvPZXPFwKW_l6MZ8Ng/viewform</a></p> <p>- Bước 2: Thư viện sẽ tiếp nhận yêu cầu và gửi phản hồi đến người dùng</p> <p>- Bước 3: Người dùng tiến hành thanh toán phí dịch vụ theo 2 cách sau:</p> <p>+ Cách 1: Thanh toán trực tiếp tại Thư viện Đại học Tôn Đức Thắng (Lầu 6) và nhận biên lai.</p> <p>+ Cách 2: Thanh toán qua tài khoản và gửi thông tin đã chuyển khoản về Thư viện (email: raic@tdtu.edu.vn).</p> <p>Thông tin tài khoản của Trường như sau:</p> <p>* Tên ngân hàng: Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank)</p> <p>* Tên tài khoản: TRUONG DAI HOC TON DUC THANG</p> <p>* Số tài khoản cho VNĐ: 007.100.0829274</p> <p>* Nội dung chuyển khoản: [Họ tên] [Đơn vị] [NCV/GV/HV/SV] KT trung lap – [Tên tài liệu gồm 3,4 chữ cái đầu tiên của bài báo]</p> <p>- Bước 4: Sau khi Phòng Tài chính xác nhận đã chuyển khoản thành công, Thư viện sẽ tiến hành kiểm tra và gửi lại kết quả (file kết quả dưới dạng *.pdf) tới email người dùng. Nếu người dùng sau đó cần xác nhận bản cứng thì email thông báo lại cho Thư viện qua email: raic@tdtu.edu.vn.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-trung-lap-ithenticate
Trường hợp tôi yêu cầu bản cứng có chữ ký và đóng dấu xác nhận kết quả kiểm tra trùng lắp, tôi cần liên hệ ai và nhận kết quả ở đâu?	<div class="views-accordion-header js-views-accordion-header-c727b52a8a53fa4367a808dcf877035453c26fe02b9f296641c124b399d24ac4 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Trường hợp tôi yêu cầu bản cứng có chữ ký và đóng dấu xác nhận kết quả kiểm tra trùng lắp, tôi cần liên hệ ai và nhận kết quả ở đâu?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>Thông tin liên hệ để yêu cầu bản cứng kết quả trùng tra trùng lắp có xác nhận:</p> <p>- Email: raic@tdtu.edu.vn hoặc gọi đến số: (028) 37.755.057 - Nhấn phím 4 Địa chỉ liên hệ nhận bản cứng kết quả kiểm tra trùng lắp có xác nhận:</p> <p>- Quầy Dịch vụ (Lầu 1, Thư viện).</p> <p>Lưu ý: vui lòng liên hệ trong giờ hành chính từ thứ Hai đến thứ Sáu trong tuần (7h30-11h30; 13h00-17h00) để được hỗ trợ tốt nhất.</p> </div></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-trung-lap-ithenticate
Tôi cần liên hệ ai để thanh toán phí kiểm tra trùng lắp trực tiếp tại Thư viện?	<div><div><p>Thông tin liên hệ để yêu cầu bản cứng kết quả trùng tra trùng lắp có xác nhận:</p> <p>- Email: raic@tdtu.edu.vn hoặc gọi đến số: (028) 37.755.057 - Nhấn phím 4 Địa chỉ liên hệ nhận bản cứng kết quả kiểm tra trùng lắp có xác nhận:</p> <p>- Quầy Dịch vụ (Lầu 1, Thư viện).</p> <p>Lưu ý: vui lòng liên hệ trong giờ hành chính từ thứ Hai đến thứ Sáu trong tuần (7h30-11h30; 13h00-17h00) để được hỗ trợ tốt nhất.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-trung-lap-ithenticate
Mức phí dịch vụ kiểm tra trùng lắp đối với thành viên của TDTU là bao nhiêu?	<div><div><p>Để thanh toán phí kiểm tra trùng lắp trực tiếp tại Thư viện, Quý Thầy/Cô vui lòng gặp trực tiếp nhân sự thực hiện dịch vụ tại Lầu 6 (Thư viện) để thanh toán phí và nhận biên lai đỏ.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-trung-lap-ithenticate
Phí dịch vụ kiểm tra trùng lắp đối với khách ngoài (không phải thành viên của TDTU) là bao nhiêu?	<div><div><p>Phí dịch vụ kiểm tra trùng lắp đối với thành viên của Trường Đại học Tôn Đức Thắng (bài báo có ghi địa chỉ cơ quan công tác là Trường Đại học Tôn Đức Thắng) là:&nbsp;Miễn phí kiểm tra lần đầu tiên&nbsp;đối với sản phẩm học thuật thuộc nhiệm vụ nghiên cứu khoa học của&nbsp;Giảng viên, Viên chức, Nghiên cứu viên cơ hữu.&nbsp;Kể từ lần kiểm tra thứ 2 trở đi (cùng 1 sản phẩm học thuật)&nbsp;mức phí kiểm tra là&nbsp;450.000 VNĐ/2 lần kiểm tra&nbsp;(kể từ ngày&nbsp;4/10/2023).</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-trung-lap-ithenticate
Thư viện có tạo tài khoản Turnitin không?	<div><div><p class="text-align-justify">Thư viện không phụ trách việc tạo tài khoản. Sinh viên liên hệ trực tiếp với giảng viên hướng dẫn để được thêm vào lớp học. Sau khi Giảng viên thêm sinh viên vào lớp, Turnitin sẽ gửi email kích hoạt đến sinh viên. <strong>Lưu ý: </strong>Sinh viên bắt buộc phải dùng email có tên miền của TDTU như sau (<strong>*@student.tdtu.edu.vn</strong>).</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Học viên, sinh viên cung cấp email đăng ký cho Giảng viên có định dạng Gmail khác tên miền của TDTU có được không?	<div class="views-accordion-header js-views-accordion-header-781d8a89279d3d2b218687d26e778e3b9f994c84aa04761c626051bf0c1051ab ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Học viên, sinh viên cung cấp email đăng ký cho Giảng viên có định dạng Gmail khác tên miền của TDTU có được không?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p class="text-align-justify">Học viên, sinh viên chỉ sử dụng email tên miền của TDTU <strong>(*@student.tdtu.edu.vn) </strong>để đăng ký khi sử dụng Turnitin của Trường.</p> </div></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Tôi không nhận được email kích hoạt từ Turnitin gửi về?	<div><div><p class="text-align-justify">Học viên, sinh viên chỉ sử dụng email tên miền của TDTU <strong>(*@student.tdtu.edu.vn) </strong>để đăng ký khi sử dụng Turnitin của Trường.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Tôi kích hoạt tài khoản như thế nào?	<div><div><p class="text-align-justify">Bạn cần check lại thư mục Spam (thư rác) trong email, nếu trong hòm thư rác cũng không có học có thể sử dụng cách "Lấy lại mật khẩu" hoặc liên hệ Giảng viên để yêu cầu gửi lại email kích hoạt.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Cách tạo mật khẩu cá nhân?	<div><div><p>Hệ thống sẽ điều hướng đến trang khai báo, kích hoạt tài khoản. Hệ thống sẽ yêu cầu học viên điền <strong>CHÍNH XÁC</strong> hai thông tin sau:</p> <ul class="text-align-justify"><li>Địa chỉ email đã được khai báo trên hệ thống (chính là địa chỉ email nhận thư kích hoạt)</li> <li>Phần tên họ của học viên hay Last name (Lưu ý: Học viên cần điền chính xác thông tin này khớp với thông tin mà các giáo viên, chuyên viên đã khai trên hệ thống thì mới có thể kích hoạt). Thông thường phần Họ sẽ là Họ không dấu của học viên, viết hoa ký tự đầu.</li> </ul></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Cách lấy lại mật khẩu?	<div><div><p class="text-align-justify">Mật khẩu sử dụng cần có tối thiểu 12 ký tự, bao gồm ít nhất 1 số, 1 ký tự đặc biệt, bao gồm chữ hoa và chữ thường. Đồng thời, Mật khẩu cần được bảo mật và tránh các mật khẩu dễ đoán để tránh việc tài khoản bị người khác truy cập và sử dụng trái phép. Trong lần đầu tiên đăng nhập hệ thống, Turnitin sẽ yêu cầu học viên chọn 1 câu hỏi bảo mật và trả lời, đồng thời đồng ý chính sách sử dụng. Sau khi hoàn tất học viên sẽ vào trang hiển thị các lớp học mà mình đang tham gia.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Cách nộp bài như thế nào?	<div><div><p class="text-align-justify">Tại trang đăng nhập, chọn Quên mật khẩu "<strong>Forrgotten your password</strong>":</p> <ul style="list-style-type: square;"><li class="text-align-justify">Điền địa chỉ email đã được cấp tài khoản Turnitin.</li> <li class="text-align-justify">Trong trường hợp người dùng quên câu trả lời của câu hỏi bảo mật người dùng có thể chọn Quên câu trả lời. Hệ thống vẫn sẽ tiếp tục gửi link tạo mật khẩu vào email đã đăng ký của người dùng.</li> </ul></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Tôi có được nộp nhiều lần?	<div><div><p class="text-align-justify">Sinh viên, Học viên truy cập lớp chứa bài tập cần nộp, tiếp đến lựa chọn bài tập cần nộp.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Phương thức nộp bài và định dạng file nộp?	<div><div><p class="text-align-justify">Thông thường Giảng viên sẽ lựa chọn cho phép báo cáo tạo sau mỗi lần tải bài nộp mới lên thì khi đó sẽ cho phép nộp bài lại hoặc cho phép nội bài muộn sau hạn nộp (sẽ bị đánh dấu nộp muộn). Việc này tùy vào thiết lập của Giảng viên.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Khi nào thì tôi nộp bài xong?	<div><div><ul style="list-style-type: square;"><li class="text-align-justify">Turnitin cho phép người dùng có thể tải lên bài nộp ở nhiều định dạng khác nhau như:<strong> .doc,.docx, .pdf (dạng văn bản), .xls, .xlsx, .ppt, .pptx, .txt,…</strong>&nbsp;Để đảm bảo bài nộp có định dạng tốt nhất để hệ thống quét, bạn đọc có thể chuyển word sang pdf và nộp file pdf. Với bản word, bạn đọc chú ý định dạng chuẩn, sử dụng Paste value khi sao chép nội dung, hạn chế sử dụng các font chữ đặc biệt, font chứ được việt hoá,…</li> <li class="text-align-justify">Tuy nhiên để hạn chế lỗi và hệ thống có thể dễ dàng quét bài, học viên nên nộp bài ở định dạng .pdf.</li> <li class="text-align-justify">Hướng dẫn này mang tính chất tham khảo, học viên có thể sử dụng nhiều cách định dạng và xuất file để file pdf cuối cùng không có hoặc có ít lỗi font nhất thì xác suất tạo báo cáo trùng lặp thành công sẽ cao. Trước mỗi lần nộp bài học viên cần kiểm tra kỹ thông tin file pdf nộp có đảm bảo các điều kiện của Turnitin không.</li> <li class="text-align-justify">Ngoài ra:&nbsp;Turnitin còn hỗ trợ nộp bằng cách sử dụng file được lưu đám mây trên Google Drive, Onedrive, Dropbox.</li> </ul></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-kiem-tra-dao-van-turnitin
Trường hợp tôi lỡ gác chân lên bàn, ghế hoặc ngủ trong thư viện, tôi có bị xử phạt gì không?	<div><div><p>Theo Nội quy thư viện, người sử dụng sẽ bị khóa thẻ và tài khoản sử dụng Thư viện trong vòng 03 tháng nếu có các hành vi sau:</p> <p>- Mang đồ ăn, nước uống vào Thư viện;</p> <p>- Có các hành động phản cảm, thiếu văn minh, gây ồn ào, mất trật tự, ngủ trong Thư viện...</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Tôi mang theo đồ ăn, nước uống vào thư viện được không? Nếu vi phạm tôi có bị xử phạt gì không?	<div class="views-accordion-header js-views-accordion-header-d9f0061b14b6204a600d88094ed0f1bf60bc4f30cad1faa1b1c019fc0df2da18 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Tôi mang theo đồ ăn, nước uống vào thư viện được không? Nếu vi phạm tôi có bị xử phạt gì không?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>Không. Người sử dụng chỉ được mang theo chai nước lọc và yêu cầu phải để gọn gàng trong túi xách do thư viện cấp.</p> <p>Trường hợp vi phạm, theo Nội quy thư viện người sử dụng bị khóa thẻ và tài khoản sử dụng Thư viện trong vòng 03 tháng.</p> </div></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Tôi không nhớ số tủ tôi đã gửi đồ trước đó, tôi cần liên hệ với ai để được hỗ trợ?	<div><div><p>Không. Người sử dụng chỉ được mang theo chai nước lọc và yêu cầu phải để gọn gàng trong túi xách do thư viện cấp.</p> <p>Trường hợp vi phạm, theo Nội quy thư viện người sử dụng bị khóa thẻ và tài khoản sử dụng Thư viện trong vòng 03 tháng.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Trường hợp lỡ viết, vẽ lên bàn, ghế hoặc di chuyển trang thiết bị trong thư viện, tôi có bị xử phạt gì không?	<div><div><p>Trường hợp người sử dụng không nhớ số tủ đã gửi đồ của mình. Người sử dụng vui lòng:</p> <p>- Liên hệ Cán bộ thư viện tại Quầy Hỗ trợ (tầng hầm lửng B1) để được hỗ trợ</p> <p>- Một số trường hợp người sử dụng được yêu cầu chờ tới 20:00 sau khi tất cả người sử dụng khác đã hoàn tất thủ tục trả đồ.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Tôi muốn nạp tiền vào tài khoản dịch vụ thì cần phải thực hiện như thế nào?	<div><div><p>Theo <strong>Nội quy của Thư viện</strong>, người sử dụng sẽ bị khóa thẻ và tài khoản sử dụng Thư viện trong vòng <strong>06 tháng</strong> nếu có các hành vi sau:</p> <ul><li>Không có ý thức bảo vệ tài sản của Thư viện (viết, vẽ lên bàn ghế, thiết bị của Thư viện; ghi chú lên tài liệu của Thư viện; sao chép tài liệu của Thư viện khi chưa được sự đồng ý của Thư viện;...)</li> <li>Tự ý điều chỉnh các trang thiết bị của Thư viện khi chưa được phép.</li> </ul></div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Tôi đăng ký mượn phòng nhưng không sử dụng, tôi có bị xử phạt gì không?	<div><div><p>Để nạp tiền vào Tài khoản dịch vụ, người sử dụng vui lòng truy cập vào Hệ thống thông tin sinh viên/Giảng viên - Viên chức (chọn mục Phí sử dụng dịch vụ) để thực hiện quy trình nạp tiền trực tuyến qua tài khoản Ngân hàng theo tài liệu hướng dẫn được niêm yết tại mục Phí sử dụng dịch vụ.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Phí trả sách trễ hạn được thanh toán bằng cách nào?	<div><div><p>Theo Nội quy Thư viện, trường hợp người sử dụng đã đăng ký đặt phòng thành công nhưng lại không sử dụng và không liên hệ với CBTV để hủy lệnh đặt phòng sẽ bị khóa thẻ và tài khoản sử dụng Thư viện trong vòng 03 tháng nếu vi phạm quá 2 lần/năm học.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Chính sách truy cập tài liệu số/tài liệu điện tử của Thư viện được thực hiện như thế nào?	<div><div><p>Phí trả sách trễ hạn được thanh toán tự động thông qua Tài khoản dịch vụ. Các trường hợp phát sinh khác, người sử dụng vui lòng liên hệ Thư viện để được hỗ trợ giải quyết thông qua các kênh: - Trực tiếp tại Quầy Dịch vụ các tầng - Email: thuvien@tdtu.edu.vn - SĐT: (028) 37 755 057</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Trường hợp tôi không có thẻ sinh viên chính thức (vẫn đang dùng thẻ giấy/thẻ tạm/ phiếu báo mất thẻ) thì tôi có thể sử dụng dịch vụ mượn về nhà được không?	<div><div><p>&nbsp;</p> <p>Chính sách truy cập tài liệu số/tài liệu điện tử do Thư viện cung cấp như sau:</p> <p>- Chỉ cho phép truy cập trong mạng nội bộ của Trường gồm:</p> <p>+ Tài liệu số có bản quyền thuộc TDTU (trừ luận văn thạc sĩ có bản quyền thuộc TDTU);</p> <p>+ Tài liệu điện tử mua quyền truy cập từ các nhà xuất bản;</p> <p>+ Các CSDL thuê quyền truy cập như: Web of Science, MathSciNet.</p> <p>- Cho phép truy cập từ xa thông qua mạng Internet gồm:</p> <p>+ Các CSDL thu quyền truy cập như: CaseLaw, Thư Viện Pháp Luật Pro X;</p> <p>+ Các CSDL miễn phí niêm yết trên website Thư viện;</p> <p>+ Bộ sưu tập tài nguyên giáo dục mở do Thư viện xây dựng;</p> <p>+ Tài liệu điện tử gặt hái từ các nguồn mở.</p> </div></div>	https://lib.tdtu.edu.vn/dich-vu/tham-khao/faq-cau-hoi-khac
Where is the Locker Area?	<div><div><p>The Locker Area is located in the Basement 01.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
Where is the Moonlighting Area? What are the opening hours? How to reserve a seat?	<div class="views-accordion-header js-views-accordion-header-d196e0ac96508aa77fd6163c265adfb8c2e3d2fc2925b910d6a5518a51a83533 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p><span>Where is the Moonlighting Area? What are the opening hours? How to reserve a seat? </span></p></div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p><span><span>- Moonlighting Area is located in the Basement 01.</span></span></p> <p><span><span>- Working hours: 19:30 – 07:30 (on request only)</span></span></p> <p><span><span>- To reserve a seat, please go to Reserve A Room to make a reservation.</span></span></p> <p><strong><span><span>(Only serve when ordering from 15 people or more)</span></span></strong></p></div></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
I lost my library card. How can I apply for a new one?	<div><div><p><span><span>- Moonlighting Area is located in the Basement 01.</span></span></p> <p><span><span>- Working hours: 19:30 – 07:30 (on request only)</span></span></p> <p><span><span>- To reserve a seat, please go to Reserve A Room to make a reservation.</span></span></p> <p><strong><span><span>(Only serve when ordering from 15 people or more)</span></span></strong></p></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
I don't have a library account. Where should I contact to create an account?	<div><div><p>To apply for a library card, please contact:</p> <ul><li><strong>Undergraduate Students:</strong></li> </ul><p style="padding-left:50px;">Department of Student Affairs,  Room A0003, Tan Phong Campus;  Tel: 083.7755.054; Email: <a href="mailto:phongctct-hssv@tdtu.edu.vn">phongctct-hssv@tdtu.edu.vn</a></p> <ul><li><strong>Postgraduate Students:</strong></li> </ul><p style="padding-left:50px;">Department of Graduate Studies (DEGRAS),  Room A0305, Tan Phong Campus;  Tel: 083.7755. 059; Email: <a href="mailto:tssdh@tdtu.edu.vn">tssdh@tdtu.edu.vn</a></p> <ul><li><strong>Lecturers and Staff:</strong></li> </ul><p style="padding-left:50px;">INSPiRE Library, Building G, Tan Phong Campus;  Tel: (028) 37 755 057; Email:&nbsp;<a href="https://lib.tdtu.edu.vn/guides/library@tdtu.edu.vn">library@tdtu.edu.vn</a></p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
Where are the Self-check and Return Stations?	<div><div><p>To request an account, please contact at:</p> <ul><li><strong>Undergraduate Students:</strong></li> </ul><p style="padding-left:50px;">Student Services Office,  Room E0001, Tan Phong Campus;  Tel: (028) 22 477 215; Email: <a href="mailto:tuvanhocduong@tdtu.edu.vn">tuvanhocduong@tdtu.edu.vn</a></p> <ul><li><strong>Postgraduate Students:</strong></li> </ul><p style="padding-left:50px;">Department of Graduate Studies (DEGRAS),  Room A0305, Tan Phong Campus;  Tel: (028) 37 755 059; <a href="tssdh@tdtu.edu.vn">tssdh@tdtu.edu.vn</a></p> <ul><li><strong>Lecturers and Staff:</strong></li> </ul><p style="padding-left:50px;">Department of Computing and Computer Services,  Room A0404; Tan Phong Campus;  Tel: (028) 37 755 056; Email: <a href="mailto:phongdientoan@tdtu.edu.vn">phongdientoan@tdtu.edu.vn</a></p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
I lost my stuff in the library, where should I go to find it?	<div><div><ul><li>The Self-check Station is located on the 1st Floor.</li> <li>The Return Station is located on the Ground Floor.</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
Where can I find the language learning materials with their audio CDs or movie DVDs?	<div><div><p>There is a designated Lost &amp; Found cabinet at Basement 01.</p> <p>To find your lost assets, please contact our staff at Help Desk Basement 1 for assistance.&nbsp;</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
Where are the library's restrooms?	<div><div><p>Language learning materials with their audio CDs or movie DVDs are located on the 2nd Floor.</p></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
I need to know the location of library functional spaces?	<div><div><p>In the Library building, restrooms are located in all floors from the first floor to the sixth floor (except the basement). To find the restrooms, please go to the back side of each floor's elevator.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
Where are the printed collections in the library?	<div><div><ul><li>Individual Study Rooms: 08 rooms, 4th Floor</li> <li>Group Study Rooms: 03 rooms, 2nd Floor</li> <li>Group study areas: 08 clusters (3rd Floor); 24 clusters (5th Floor)</li> <li>Presentation Practice Rooms: 09 rooms, 3rd Floor and 5th Floor</li> <li>Video Rooms: 02 rooms, 2nd Floor</li> <li>Creative Media Zone: 5th Floor</li> <li>Online Conference Room: 5th Floor</li> <li>Moonlighting Area: Basement 01</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-location
Can I borrow CDs/DVDs from the Audio-Visual Collection for home use?	<div><div><p>No, items from the Audio-Visual Collection cannot be checked out&nbsp;for home use.</p></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
